"fecha_de_autorizaci_n","tipo_de_solicitud","solicitante_importador","ium","principio_activo1","concentraci_n_delmedicamento1","unidad_medida1","principio_activo2","concentraci_n_del_medicamento2","unidad_medida2","forma_farmac_utica","nombre_comercial_","cantidad_solicitada","presentaci_n_comercial","diagnostico_cie_1no_reporta","c_digo_diagnostico_cie_10"
"2025-05-05T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","3","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1V1045081000100","VOSORITIDA","2","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 VIALES X 0.6 Ml","ACONDROPLASIA","Q774"
"2025-05-05T05:00:00.000","MÁS DE UN PACIENTE","BIOPHIDIC SAS","2I1063811000102","INMUNOGLOBULINAS DE ORIGEN EQUINO (IGG) CAPACES DE NEUTRALIZAR COMO MÍNIMO: VENENO DE Bothrops SP + VENENO DE Crotalus SP + VENENO DE Lachesis SP","25/10/10","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","5000","CAJA X 2 VIALES. CADA CAJA INCLUYE DOS AMPOLLETAS DE AGUA ESTERIL X 10 ML Y  2 JERINGAS ESTERILES X 10 ML","EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE SERPIENTE","T630"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1062411000101","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","GRANULOS DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 56 SOBRES DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (28 SOBRES) & IVACAFTOR 75 MG (28 SOBRES)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-05-05T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","3","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1A1039791000100","ARIPIPRAZOL","300","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","ABILIFY MAINTENA","3","CAJA X 1 VIAL","TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE","F310"
"2025-05-05T05:00:00.000","PACIENTE ESPECIFICO","ROCKA INTERNATIONAL SOLUTIONS","1V1061391000100","VOCLOSPORINA","7.9","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","LUPKYNIS","3","CAJA X 180 CAPSULAS","NEFRITIS LUPICA","M329"
"2025-05-02T05:00:00.000","MÁS DE UN PACIENTE","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1T1018051000100","TETRACOSACTIDA ACETATO","0.25","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","SYNACTHEN","1200","CAJAS X 1 AMPOLLA","OTRAS INSUFICIENCIAS CORTICOSUPRARRENALES Y LAS NO ESPECIFICADAS","E274"
"2025-05-02T05:00:00.000","MÁS DE UN PACIENTE","GENBIE SAS","1H1014241010100","HIDROXICLOROQUINA","200","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","14980","CAJAS X 45 TABLETAS","DIABETES INSIPIDA","E232"
"2025-05-02T05:00:00.000","MÁS DE UN PACIENTE","GENBIE SAS","1H1014241010100","HIDROXICLOROQUINA","200","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","14980","CAJAS X 45 TABLETAS","DIABETES INSIPIDA","E232"
"2025-05-02T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1Q1014651004100","ACIDO QUENODEOXICOLICO","250","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","CETEIX","11","CAJAS X 100 CÁPSULAS","OTROS TRASTORNOS DEL ALMACENAMIENTO DE LIPIDOS","E755"
"2025-05-02T05:00:00.000","PACIENTE ESPECIFICO","ROCKA INTERNATIONAL SOLUTIONS","1I1039341000100","INTERFERON ALFA 2 BETA","6","MUI/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","RELIFERON","15","CAJAS X 1 VIAL X 0,5 mL","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CONDUCTO CRANEOFARINGEO","D444"
"2025-05-02T05:00:00.000","PACIENTE ESPECIFICO","ROCKA INTERNATIONAL SOLUTIONS","1I1039341000100","INTERFERON ALFA 2 BETA","6","MUI/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","RELIFERON","15","CAJAS X 1 VIAL X 0,5 mL","TUMOR BENIGNO DE ENCEFALO, PARTE NO ESPECIFICADA","D332"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1I1030991009100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO","357","CAJAS. CADA CAJA CON UN (1) VIAL X 100ml","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1I1030991009100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO","4065","CAJAS. CADA CAJA CON UN (1) VIAL X 100ml","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","LABORATORIOS DELTA SAS","1H1019581002100","HEPATITIS B, ANTIGENO PURIFICADO (HBsAg)","20","mcg/dosis","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","VECON","50000","JERINGA PRELLENADA X 1mL","HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA","B181"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","WILLOW PHARMA SAS","1I1030991017100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WILLOW","1914","CAJA X 1 VIAL X 100 mL","SINDROME DE WISKOTT-ALDRICH","D820"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","VALENTECH PHARMA COLOMBIA SAS","1M1018461000101","METIRAPONA","250","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","METOPIRONE","200","CAJAS X 50 CÁPSULAS","ENFERMEDAD DE CUSHING DEPENDIENTE DE LA HIPOFISIS","E240"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1E1001601002100","ETOSUXIMIDA","250","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PETINIMID","400","CAJAS X 100 CÁPSULAS","CONVULSIONES MIXTAS - EPILEPSIA REFRACTARIA","NO REPORTADO"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","3","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","9","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-04-30T05:00:00.000","URGENCIA CLÍNICA","MULTICARE PHARMACEUTICALS COLOMBIA SAS","1V1041501000101","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJA X 10 VIALES DE 0,5 ml","ACONDROPLASIA","Q774"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1B1024501002100","BUPIVACAINA CLORHIDRATO","5","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","BUVACAINA","15544","CAJAS CON UNA (1) AMPOLLETA X 10 mL","ANESTÉSICO","NO REPORTADO"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1A1014981000100","AZTREONAM","75","mg","NO APLICA","NO APLICA","NO APLICA","POLVO PARA NEBULIZAR","CAYSTON","3","CAJA X 84 VIALES 
DISOLVENTE 1 mL CON AGUA ESTERIL MAS CLORURO DE SODIO","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1L1003331000100","LIOTIRONINA","25","mcg","NO APLICA","NO APLICA","NO APLICA","TABLETA","LIOTHYRONINE SODIUM","4","FRASCOS POR 100 TABLETAS","TUMOR MALIGNO DE LA GLANDULA TIROIDES","C73X"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","LABORATORIOS MEDIFARMA S.A.S.","1S1015871005101","SODIO BICARBONATO","84","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","LABORATORIOS SANDERSON","481","CAJA X 100 AMPOLLAS DE 10 mL","ACIDOSIS","E872"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2025-04-30T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","3","CAJAS X 28 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-30T05:00:00.000","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1C1038531002100","CITARABINA","500","mg/Vial","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","6600","CAJAS X UN (1) VIAL","LEUCEMIA MIELOIDE AGUDA","C920"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-30T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063651000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","3","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 50 MG/ TEZACAFTOR 25 MG /IVACAFTOR 37,5 MG (56 TABLETAS) & IVACAFTOR 75MG (28TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","12","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-04-30T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","3","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","3","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-04-30T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1C1039371000100","CASIMERSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","AMONDYS 45","192","CAJAS X 1 VIAL X 2mL","DISTROFIA MUSCULAR","G710"
"2025-04-30T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1032451000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","3","CAJA X 84 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-29T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-29T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-04-29T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001701000100","ATALUREN","1000","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-04-29T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","48","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-04-29T05:00:00.000","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1H1027911004100","HEPATITIS B VACUNA, ANTIGENO PURIFICADO","0.02","mg/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ELOVAC-B","7245","CAJA CON 10 VIALES X 1mL","Hepatitis aguda tipo B","B16"
"2025-04-29T05:00:00.000","URGENCIA CLÍNICA","MULTICARE PHARMACEUTICALS COLOMBIA SAS","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 VIALES  + JERINGA PRECARGADA X 0.7 mL de SOLVENTE","ACONDROPLASIA","Q774"
"2025-04-29T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1C1039371000100","CASIMERSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","AMONDYS 45","216","CAJAS X 1 VIAL DE 2ml","DISTROFIA MUSCULAR","G710"
"2025-04-29T05:00:00.000","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","1M1041941000100","MARALIXIBAT","950/100","mg/mL","NO APLICA","NO APLICA","NO APLICA","JARABE","LIVMARLI","3","CAJAS X UN FRASCO DE 30 mL + UNA JERINGA DOSIFICADORA DE 0.5 ML O DOSIFICADORA DE 1 mL O UNA JERINGA DOSIFICADORA DE 3 mL","SINDROME DE ALAGILLE","Q447"
